trans_id,lang,translation
אמיר/אייזנשטדט,EN,Amir/Eisenstadt
אמיר/האנדרטה,EN,Amir/Ha'andarta
אמיר/האנדרטה,AR,أمير/النصب التذكاري
אמיר/האנדרטה,HE,אמיר/האנדרטה
אמיר/פלדברג,EN,Amir/Feldberg
אמיר/פלדברג,AR,أمير/فِيلدبرج
אמיר/פלדברג,HE,אמיר/פלדברג
אמנון ותמר/זלמן שז''ר,HE,אמנון ותמר/זלמן שז''ר
אמנון ותמר/זלמן שז''ר,AR,أمنون وتمار/زَلمان شازار
אמנון ותמר/זלמן שז''ר,EN,Amnon VeTamar/Zalman Schazar
אמנון ותמר/סחלב,EN,Amnon Ve Tamar/Sahlav
אמנון ותמר/סחלב,HE,אמנון ותמר/סחלב
אמנון ותמר/סחלב,AR,أمنون وتمار/سَحلاف
אמנון ותמר/סמטת הלוטם,AR,أمنون وتمار/سمطات هَلوتم
אמנון ותמר/סמטת הלוטם,HE,אמנון ותמר/סמטת הלוטם
אמנון ותמר/סמטת הלוטם,EN,Amnon Ve Tamar/HaLotem Lane
אמנון מרכז,AR,أمنون مركز
אמנון מרכז,HE,אמנון מרכז
אמנון מרכז,EN,Amnon - Center
אמפי בת ים/שדרות העצמאות,HE,אמפי בת ים/שדרות העצמאות
אמפי בת ים/שדרות העצמאות,AR,إمفي بات يام/سديروت هَعتصمؤوت
אמפי בת ים/שדרות העצמאות,EN,Amphi. Bat Yam/Sderot Ha'atsma'ut
אמפיתאטרון,HE,אמפיתאטרון
אמפיתאטרון,EN,Amphitheater
אמפיתאטרון,AR,أمفيتياترون
אמפיתיאטרון/עמק זבולון,EN,Amphitheatre/Zvulun Valley
אמפיתיאטרון/עמק זבולון,AR,أمفيتياترون/عيمق زفولون
אמפיתיאטרון/עמק זבולון,HE,אמפיתיאטרון/עמק זבולון
אנגל,HE,אנגל
אנגל,EN,Engel
אנגל,AR,إنجٍل
אנגל/אוסטרובסקי,EN,Engel/Ostrovsky
אנגל/אוסטרובסקי,HE,אנגל/אוסטרובסקי
אנגל/אוסטרובסקי,AR,إنجٍل/أوستروفسكي
אנגל/אנצ'יקובסקי,AR,أنْجِل/أنْتشيكوفسكي
אנגל/אנצ'יקובסקי,HE,אנגל/אנצ'יקובסקי
אנגל/אנצ'יקובסקי,EN,Engel/Anchikovsky
אנגל/ויזנבך,HE,אנגל/ויזנבך
אנגל/ויזנבך,AR,إنجٍل/ڤيزنباخ
אנגל/ויזנבך,EN,Engel/Veinsenbach
אנגל/לונברג,EN,Engel/Levenberg
אנגל/לונברג,HE,אנגל/לונברג
אנגל/לונברג,AR,إنجٍل/لڤينبيرج
אנגל/ספיר,EN,Engel/Sapir
אנגל/ספיר,AR,إنجٍل/سَبير
אנגל/ספיר,HE,אנגל/ספיר
אנגל/סקיבין,HE,אנגל/סקיבין
אנגל/סקיבין,AR,إنجٍل/سكيبين
אנגל/סקיבין,EN,Engel/Skivin
אנגל/רפפורט,HE,אנגל/רפפורט
אנגל/רפפורט,AR,إنجٍل/رابابورت
אנגל/רפפורט,EN,Engel/Rappaport
אנדה עמיר פינקרפלד/שמואל רודנסקי,HE,אנדה עמיר פינקרפלד/שמואל רודנסקי
אנדה עמיר פינקרפלד/שמואל רודנסקי,AR,أندا عمير بينكرفيلد/شموئيل رودنسكي
אנדה עמיר פינקרפלד/שמואל רודנסקי,EN,Anda Amir Pinkerfeld/Shmuel Rodenski
אנדרטה,EN,Memorial
אנדרטה,AR,نصب تذكاري
אנדרטה,HE,אנדרטה
אנדרטה לנופלים,AR,نصب تذكاري للشهداء
אנדרטה לנופלים,EN,Monument to the fallen
אנדרטה לנופלים,HE,אנדרטה לנופלים
אנדרטה לנופלים/עמנואל הלזנר,HE,אנדרטה לנופלים/עמנואל הלזנר
אנדרטה לנופלים/עמנואל הלזנר,AR,نصب تذكاري للشهداء/عمانوئيل هلزنر
אנדרטה לנופלים/עמנואל הלזנר,EN,Monument to the fallen/Imanuel Helsner
אנדרטה/שדרות לכיש,AR,نصب تذكاري/سديروت لَخيش
אנדרטה/שדרות לכיש,EN,Memorial/Sderot Lahish
אנדרטה/שדרות לכיש,HE,אנדרטה/שדרות לכיש
אנדרטת התחזוקה/444,HE,אנדרטת התחזוקה/444
אנדרטת התחזוקה/444,AR,نصب تذكاري هَتحزوكاه/444
אנדרטת התחזוקה/444,EN,Andartat HaTahzuka/444
אנדרטת סיירת אגוז,AR,نصب تذكاري سيّيرت إجوز
אנדרטת סיירת אגוז,HE,אנדרטת סיירת אגוז
אנדרטת סיירת אגוז,EN,Egoz Commando Memorial
אנדריוס/בורוכוב,HE,אנדריוס/בורוכוב
אנדריוס/בורוכוב,AR,أندريوس/بوروخوف
אנדריוס/בורוכוב,EN,Andrius/Borohov
אנדריוס/הרב קוק,HE,אנדריוס/הרב קוק
אנדריוס/הרב קוק,AR,أندريوس/هَراب كوك
אנדריוס/הרב קוק,EN,Andrius/Harav Kook
אנדריוס/שלמה המלך,AR,أندريوس/شلومو هميلخ
אנדריוס/שלמה המלך,HE,אנדריוס/שלמה המלך
אנדריוס/שלמה המלך,EN,Andrius/Shlomo Hamelekh
אנה פרנק/הקוממיות,AR,آنا فْرانك/هَكومِميوت
אנה פרנק/הקוממיות,HE,אנה פרנק/הקוממיות
אנה פרנק/הקוממיות,EN,Anne Frank/Hakomemiyut
אנה פרנק/הרב מיימון,AR,آنا فْرانك/هَراب مَيمون
אנה פרנק/הרב מיימון,HE,אנה פרנק/הרב מיימון
אנה פרנק/הרב מיימון,EN,Anne Frank/Harav Maimon
אנה פרנק/כ"ט בנובמבר,AR,آنا فْرانك/خ"ط بنوفمبر
אנה פרנק/כ"ט בנובמבר,EN,Anne Frank/Kaf Tet Benovember
אנה פרנק/כ"ט בנובמבר,HE,אנה פרנק/כ"ט בנובמבר
אנה פרנק/שד.מנחם בגין,HE,אנה פרנק/שד.מנחם בגין
אנה פרנק/שד.מנחם בגין,EN,Anne Frank/Sd. Menachem Begin
אנה פרנק/שד.מנחם בגין,AR,آنا فْرانك/سديروت مناحيم بيجين
אנה פרנק/תשרי,EN,Anne Frank/Tishri
אנה פרנק/תשרי,HE,אנה פרנק/תשרי
אנה פרנק/תשרי,AR,آنا فْرانك/تِشري
אנטוורפן/איטליה,HE,אנטוורפן/איטליה
אנטוורפן/איטליה,AR,أنتويرب/إيطاليا
אנטוורפן/איטליה,EN,Antwerp/Italy
אנטוורפן/הולנד,AR,أنتويرب/هولاند
אנטוורפן/הולנד,HE,אנטוורפן/הולנד
אנטוורפן/הולנד,EN,Antwerp/Holland
אנטוורפן/שלונסקי,EN,Antwerp/Shlonsky
אנטוורפן/שלונסקי,HE,אנטוורפן/שלונסקי
אנטוורפן/שלונסקי,AR,أنتويرب/شْلونسكي
אני מאמין/אלה,HE,אני מאמין/אלה
אני מאמין/אלה,AR,أني مأمين/إيلا
אני מאמין/אלה,EN,Ani Ma'amin/Ela
אנילביץ 4,HE,אנילביץ 4
אנילביץ 4,EN,Anielewicz 4
אנילביץ 4,AR,إنيلفيتش 4
אנילביץ'/דניאל,HE,אנילביץ'/דניאל
אנילביץ'/דניאל,EN,Anielewicz/Daniel
אנילביץ'/דניאל,AR,إنيلفيتش/ دانيئيل
אנילביץ'/החלוץ,EN,Anielewicz/Hehaluts
אנילביץ'/החלוץ,AR,أنيليفيتش/هِحَلوتس
אנילביץ'/החלוץ,HE,אנילביץ'/החלוץ
אנילביץ/הרב משה איבגי,HE,אנילביץ/הרב משה איבגי
אנילביץ/הרב משה איבגי,EN,Anilewicz/Rabbi Moshe Ivgi
אנילביץ/הרב משה איבגי,AR,أنيليفيتش/هَراب موشيه إيڤجي
אנילביץ/יצחק שדה,AR,أنيليفيتش/يتسحاك سَديه
אנילביץ/יצחק שדה,EN,Anilewicz/Itshak Sade
אנילביץ/יצחק שדה,HE,אנילביץ/יצחק שדה
אנילביץ'/כצנלסון,AR,إنيلفيتش/ كتسنلسون
אנילביץ'/כצנלסון,HE,אנילביץ'/כצנלסון
אנילביץ'/כצנלסון,EN,Anielewicz/Katsenelson
אנילביץ/צייטלין,EN,Anilewicz/Zeitlin
אנילביץ/צייטלין,HE,אנילביץ/צייטלין
אנילביץ/צייטלין,AR,أنيليفيتش/زايتلين
אנילביץ'/צייטלין,HE,אנילביץ'/צייטלין
אנילביץ'/צייטלין,EN,Anielewicz/Zeitlin
אנילביץ'/צייטלין,AR,إنيلفيتش/ تسيتلين
אנילביץ'/שלום אש,HE,אנילביץ'/שלום אש
אנילביץ'/שלום אש,AR,أنيليفيتش/شالوم إيش
אנילביץ'/שלום אש,EN,Anielewicz/Shalom Asch
אנילביץ/שלמה המלך,AR,أنيليفيتش/شلومو هميلخ
אנילביץ/שלמה המלך,HE,אנילביץ/שלמה המלך
אנילביץ/שלמה המלך,EN,Anilewicz/Shlomo Hamelekh
אניעם,HE,אניעם
אניעם,EN,Aniam
אניעם,AR,أنيعام
אנפה,HE,אנפה
אנפה,AR,أنفا
אנפה,EN,Anafa
אנפה/זמיר,HE,אנפה/זמיר
אנפה/זמיר,AR,أنفا/زمير
אנפה/זמיר,EN,Anafa/Zamir
אנפה/חוחית,EN,Anafa/Huhit
אנפה/חוחית,HE,אנפה/חוחית
אנפה/חוחית,AR,أنفا/حوحيت
אנפה/משעול אנפה,AR,أنفا/مشعول أنفا
אנפה/משעול אנפה,EN,Anafa/Aanafa Trail
אנפה/משעול אנפה,HE,אנפה/משעול אנפה
אנפה/סמטת טווס,HE,אנפה/סמטת טווס
אנפה/סמטת טווס,EN,Anafa/Tavas Lane
אנפה/סמטת טווס,AR,أنفا/سمطات طَڤاس
אנפה/שקנאי,AR,أنفا/شكنئي
אנפה/שקנאי,EN,Anafa/Shaknai
אנפה/שקנאי,HE,אנפה/שקנאי
אנצו סירני/הכובשים,HE,אנצו סירני/הכובשים
אנצו סירני/הכובשים,EN,Enzo Sereni/HaKovshim
אנצו סירני/הכובשים,AR,إينزو سيريني/هَكوڤشيم
אנצו סירני/חביבה רייק,HE,אנצו סירני/חביבה רייק
אנצו סירני/חביבה רייק,AR,إينزو سيريني/حَفيفا ريك
אנצו סירני/חביבה רייק,EN,Enzo Sereni/Haviva Reik
אנצו סירני/מורדי הגיטאות,EN,Enzo Sereni/Mordei HaGetaot
אנצו סירני/מורדי הגיטאות,HE,אנצו סירני/מורדי הגיטאות
אנצו סירני/מורדי הגיטאות,AR,إينزو سيريني/موردي هَجيطاؤوت
אנצו סירני/קיבוץ גלויות,EN,Enzo Sereni/Kibbutz Goluiot
אנצו סירני/קיבוץ גלויות,HE,אנצו סירני/קיבוץ גלויות
אנצו סירני/קיבוץ גלויות,AR,إينزو سيريني/كيبوتس جلويوت
אנקואה/בן צור,HE,אנקואה/בן צור
אנקואה/בן צור,AR,أنقاوة/بن تسور
אנקואה/בן צור,EN,Ankoa/Ben Zur
אנקואה/בר רב האי,EN,Ankoa/Bar Rav Hai
אנקואה/בר רב האי,AR,أنقاوة/بار راڤ هاي
אנקואה/בר רב האי,HE,אנקואה/בר רב האי
אנקואה/האצל,HE,אנקואה/האצל
אנקואה/האצל,EN,Ankoa/Ha'etzel
אנקואה/האצל,AR,أنقاوة/هَإيتسِل
אנקווה/בר רב האי,HE,אנקווה/בר רב האי
אנקווה/בר רב האי,AR,أنقاوة/بار راڤ هاي
אנקווה/בר רב האי,EN,Enqawa/Bar Rav Hai
אנקור/בז,AR,أنكور/باز
אנקור/בז,HE,אנקור/בז
אנקור/בז,EN,Ankor/Baz
אנקור/ברבור,AR,أنكور/برْبور
אנקור/ברבור,EN,Ankor/Barbur
אנקור/ברבור,HE,אנקור/ברבור
אנקור/נחליאלי,AR,أنكور/نَحليئيلي
אנקור/נחליאלי,HE,אנקור/נחליאלי
אנקור/נחליאלי,EN,Ancor/Nahlieli
אנקור/שלדג,AR,أنكور/شلداج
אנקור/שלדג,HE,אנקור/שלדג
אנקור/שלדג,EN,Ankor/Shaldag
אנשי בראשית/הנחל,EN,Anshei Bereshit/HaNahal
אנשי בראשית/הנחל,AR,أنشي برئشيت/هَناحل
אנשי בראשית/הנחל,HE,אנשי בראשית/הנחל
אסא קדמוני/הרב יוסף צוברי,HE,אסא קדמוני/הרב יוסף צוברי
אסא קדמוני/הרב יוסף צוברי,AR,آسا كدَموني/هَراب يوسف تسيبوري
אסא קדמוני/הרב יוסף צוברי,EN,Assa Kadmoni/Harav Yosef Tsuberi
א-סאפא,HE,א-סאפא
א-סאפא,EN,A-Safa
א-סאפא,AR,الصّفا
א-סאפא 2,AR,الصفا 2
א-סאפא 2,EN,A-Saffa 2
א-סאפא 2,HE,א-סאפא 2
א-סאפא 3,EN,A-Saffa 3
א-סאפא 3,HE,א-סאפא 3
א-סאפא 3,AR,الصفا 3
אסאפא-א,EN,Assapa A
אסאפא-א,HE,אסאפא-א
אסאפא-א,AR,الصفا - أ
א-סהל,AR,السّهل
א-סהל,HE,א-סהל
א-סהל,EN,A-Sahel
אסותא/הסוללים,AR,أسوتا/هَسولليم
אסותא/הסוללים,EN,Assuta/HaSolelim
אסותא/הסוללים,HE,אסותא/הסוללים
אסותא/יגאל אלון,EN,Assuta/Yigal Alon
אסותא/יגאל אלון,HE,אסותא/יגאל אלון
אסותא/יגאל אלון,AR,أسوتا/يجئال ألون
אסטורה/כפר עברי,EN,Astorre/Kfar Ivry
אסטורה/כפר עברי,AR,أستورا/كفار عِفري
אסטורה/כפר עברי,HE,אסטורה/כפר עברי
אסיף/784,AR,أسيف/784
אסיף/784,EN,Assif/784
אסיף/784,HE,אסיף/784
אסיף/הטנא,AR,أسيف/هَطنا
אסיף/הטנא,HE,אסיף/הטנא
אסיף/הטנא,EN,Asif/HaTeneh
אסירי ציון/צונדק,HE,אסירי ציון/צונדק
אסירי ציון/צונדק,EN,Assire Zion/Zondek
אסירי ציון/צונדק,AR,أسيري تسيون/تْسوندِك
אסף הרופא/צריפין,EN,Assaf HaRofe/Tzrifin
אסף הרופא/צריפין,AR,أساف هَروفي/تسريفين
אסף הרופא/צריפין,HE,אסף הרופא/צריפין
אסף שמחוני/דולב,HE,אסף שמחוני/דולב
אסף שמחוני/דולב,AR,أساف سمحوني/دولِف
אסף שמחוני/דולב,EN,Assaf Simhoni/Dolev
אסף שמחוני/הרב עוזיאל,AR,أساف سمحوني/هَراب عوزيئل
אסף שמחוני/הרב עוזיאל,EN,Assaf Simhoni/Harav Uziel
אסף שמחוני/הרב עוזיאל,HE,אסף שמחוני/הרב עוזיאל
אסף שמחוני/זמנהוף,EN,Assaf Simhoni/ZamenBeachf
אסף שמחוני/זמנהוף,AR,أساف سمحوني/زامنهوف
אסף שמחוני/זמנהוף,HE,אסף שמחוני/זמנהוף
אסף שמחוני/טביב,EN,Assaf Simhoni/Tabib
אסף שמחוני/טביב,HE,אסף שמחוני/טביב
אסף שמחוני/טביב,AR,أساف سمحوني/طبيب
אסף שמחוני/רמב''ם,EN,Asaf Simhoni/Ramba"m
אסף שמחוני/רמב''ם,AR,أساف شمحوني/رَمبام
אסף שמחוני/רמב''ם,HE,אסף שמחוני/רמב''ם
אסתר המלכה,EN,Esther Hamalka
אסתר המלכה,HE,אסתר המלכה
אסתר המלכה,AR,إستير هَمَلكا
אסתר המלכה /אפרים,HE,אסתר המלכה /אפרים
אסתר המלכה /אפרים,AR,إستير هَمَلكا/إفرايم
אסתר המלכה /אפרים,EN,Esther Hamalka/Ephraim
אסתר המלכה /שבטי ישראל,HE,אסתר המלכה /שבטי ישראל
אסתר המלכה /שבטי ישראל,AR,إستير هَمَلكا/شِفطي يسرائيل
אסתר המלכה /שבטי ישראל,EN,Esther Hamalka/Shivtei Israel
אסתר המלכה/ד''ר וייסבורג,EN,Esther Hamalka/Dr Weisborg
אסתר המלכה/ד''ר וייסבורג,HE,אסתר המלכה/ד''ר וייסבורג
אסתר המלכה/ד''ר וייסבורג,AR,إسْتير هَمَلْكا/دُكتور فايسبورْغ
אסתר המלכה/החינוך העברי,AR,إستير هَمَلكا/هَحينوخ هَعڤري
אסתר המלכה/החינוך העברי,HE,אסתר המלכה/החינוך העברי
אסתר המלכה/החינוך העברי,EN,Esther Hamalka/HaHinuch HaIvri
אסתר המלכה/הרב יהודה אונטרמן,AR,إستير هَمَلكا/هَراب يهودا أونتِرمان
אסתר המלכה/הרב יהודה אונטרמן,HE,אסתר המלכה/הרב יהודה אונטרמן
אסתר המלכה/הרב יהודה אונטרמן,EN,Esther Hamalka/Harav Yehuda Unterman
אסתר המלכה/סובה,EN,Esther Hamalka/Suva
אסתר המלכה/סובה,AR,إستير هَمَلكا/سوڤا
אסתר המלכה/סובה,HE,אסתר המלכה/סובה
אסתר המלכה/עתידים,HE,אסתר המלכה/עתידים
אסתר המלכה/עתידים,AR,إستير هَمَلكا/عَتيديم
אסתר המלכה/עתידים,EN,Esther Hamalka/Atidim
אסתר המלכה/שרה אמנו,EN,Esther Hamalka/Sarah Imenu
אסתר המלכה/שרה אמנו,AR,إستير هَمَلكا/ساره أمانو
אסתר המלכה/שרה אמנו,HE,אסתר המלכה/שרה אמנו
אעבלין 1,HE,אעבלין 1
אעבלין 1,EN,I'ibllin1
אעבלין 1,AR,إعبلين 1
אעבלין 2,HE,אעבלין 2
אעבלין 2,EN,I'ibllin2
אעבלין 2,AR,إعبلين 2
אעבלין 3,HE,אעבלין 3
אעבלין 3,AR,إعبلين 3
אעבלין 3,EN,I'ibllin3
אעבלין 4,EN,I'ibllin4
אעבלין 4,AR,إعبلين 4
אעבלין 4,HE,אעבלין 4
אעבלין 5,AR,إعبلين 5
אעבלין 5,HE,אעבלין 5
אעבלין 5,EN,I'ibllin5
אעבלין 6,HE,אעבלין 6
אעבלין 6,AR,إعبلين 6
אעבלין 6,EN,I'ibllin6
אעבלין 8,EN,I'billin 8
אעבלין 8,HE,אעבלין 8
אעבלין 8,AR,إعبلين 8
אעבלין/בית עלמין נוצרי חדש,HE,אעבלין/בית עלמין נוצרי חדש
אעבלין/בית עלמין נוצרי חדש,EN,I'blin/New Christian Cemetery
